flightnumber,status,departure_airport_icao,departure_airport_iata,departure_airport_name,arrival_scheduledTimeLocal,arrival_actualTimeLocal,arrival_scheduledTimeUtc,arrival_actualTimeUtc,arrival_terminal,aircraft_model,airline_name,arrival_airport_icao
LH 2145,Expected,EDDS,STR,Stuttgart,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2107,Expected,EDDV,HAJ,Hanover,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 2091,Expected,EDDV,HAJ,Hanover,2022-06-15 09:55:00+02:00,2022-06-15 09:55:00+02:00,2022-06-15 07:55:00+00:00,2022-06-15 07:55:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 2199,Expected,EDDW,BRE,Bremen,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2189,Expected,EDDW,BRE,Bremen,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2177,Expected,EDLP,PAD,Paderborn,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
EW 4064,Expected,EDLW,DTM,Dortmund,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Eurowings,Airbus A320,EDDM
LH 2467,Expected,EFHK,HEL,Helsinki,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
AY 1401,Expected,EFHK,HEL,Helsinki,2022-06-15 09:25:00+02:00,2022-06-15 09:25:00+02:00,2022-06-15 07:25:00+00:00,2022-06-15 07:25:00+00:00,1,Finnair,Airbus A321,EDDM
BT 517,Expected,EFTP,TMP,Tampere / Pirkkala,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,2,Air Baltic,Airbus A220-300,EDDM
LH 2513,Expected,EGBB,BHX,Birmingham,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Lufthansa,Airbus A319,EDDM
U2 1887,Expected,EGCC,MAN,Manchester,2022-06-15 11:05:00+02:00,2022-06-15 11:05:00+02:00,2022-06-15 09:05:00+00:00,2022-06-15 09:05:00+00:00,1,easyJet,Airbus A319,EDDM
U2 6435,Expected,EGKK,LGW,London,2022-06-15 09:10:00+02:00,2022-06-15 09:10:00+02:00,2022-06-15 07:10:00+00:00,2022-06-15 07:10:00+00:00,1,easyJet,Airbus A320,EDDM
BA 948,Expected,EGLL,LHR,London,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,1,British Airways,Airbus A319,EDDM
LH 2483,Expected,EGLL,LHR,London,2022-06-15 09:45:00+02:00,2022-06-15 09:45:00+02:00,2022-06-15 07:45:00+00:00,2022-06-15 07:45:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
LH 2485,Expected,EGLL,LHR,London,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
BA 950,Expected,EGLL,LHR,London,2022-06-15 11:50:00+02:00,2022-06-15 11:50:00+02:00,2022-06-15 09:50:00+00:00,2022-06-15 09:50:00+00:00,1,British Airways,Airbus A319,EDDM
LH 2471,Expected,EGLL,LHR,London,2022-06-15 11:50:00+02:00,2022-06-15 11:50:00+02:00,2022-06-15 09:50:00+00:00,2022-06-15 09:50:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
KL 1791,Expected,EHAM,AMS,Amsterdam,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,KLM,Embraer 195-E2,EDDM
LH 2301,Expected,EHAM,AMS,Amsterdam,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
KL 1793,Expected,EHAM,AMS,Amsterdam,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,1,KLM,Boeing 737-800,EDDM
EI 352,Expected,EIDW,DUB,Dublin,2022-06-15 10:45:00+02:00,2022-06-15 10:45:00+02:00,2022-06-15 08:45:00+00:00,2022-06-15 08:45:00+00:00,1,Aer Lingus,Airbus A320,EDDM
LH 2437,Expected,EKBI,BLL,Billund,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2447,Expected,EKCH,CPH,Copenhagen,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2439,Expected,EKCH,CPH,Copenhagen,2022-06-15 10:20:00+02:00,2022-06-15 10:20:00+02:00,2022-06-15 08:20:00+00:00,2022-06-15 08:20:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LG 9731,Expected,ELLX,LUX,Luxembourg,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,2,Luxair,Bombardier Dash 8 Q400 / DHC-8-400,EDDM
LH 2317,Expected,ELLX,LUX,Luxembourg,2022-06-15 11:10:00+02:00,2022-06-15 11:10:00+02:00,2022-06-15 09:10:00+00:00,2022-06-15 09:10:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2457,Expected,ENGM,OSL,Oslo,2022-06-15 09:30:00+02:00,2022-06-15 09:30:00+02:00,2022-06-15 07:30:00+00:00,2022-06-15 07:30:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
LH 1647,Expected,EPGD,GDN,Gdańsk,2022-06-15 07:50:00+02:00,2022-06-15 07:50:00+02:00,2022-06-15 05:50:00+00:00,2022-06-15 05:50:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 1627,Expected,EPKK,KRK,Kraków,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 1641,Expected,EPPO,POZ,Poznań,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 1617,Expected,EPWA,WAW,Warsaw,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,2,Lufthansa,Airbus A319,EDDM
LO 351,Expected,EPWA,WAW,Warsaw,2022-06-15 09:10:00+02:00,2022-06-15 09:10:00+02:00,2022-06-15 07:10:00+00:00,2022-06-15 07:10:00+00:00,2,LOT - Polish,Embraer 190,EDDM
LH 1611,Expected,EPWA,WAW,Warsaw,2022-06-15 10:45:00+02:00,2022-06-15 10:45:00+02:00,2022-06-15 08:45:00+00:00,2022-06-15 08:45:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 1635,Expected,EPWR,WRO,Wrocław,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2433,Expected,ESGG,GOT,Goteborg,2022-06-15 07:50:00+02:00,2022-06-15 07:50:00+02:00,2022-06-15 05:50:00+00:00,2022-06-15 05:50:00+00:00,2,Lufthansa,Airbus A321,EDDM
LH 2421,Expected,ESSA,ARN,Stockholm,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,2,Lufthansa,Airbus A320,EDDM
BT 221,Expected,EVRA,RIX,Riga,2022-06-15 08:55:00+02:00,2022-06-15 08:55:00+02:00,2022-06-15 06:55:00+00:00,2022-06-15 06:55:00+00:00,2,Air Baltic,Airbus A220-300,EDDM
LH 587,Expected,HECA,CAI,Cairo,2022-06-15 06:05:00+02:00,2022-06-15 06:05:00+02:00,2022-06-15 04:05:00+00:00,2022-06-15 04:05:00+00:00,2,Lufthansa,Airbus A320,EDDM
DL 130,Expected,KATL,ATL,Atlanta,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Delta Air Lines,Boeing 767-400,EDDM
LH 425,Expected,KBOS,BOS,Boston,2022-06-15 09:30:00+02:00,2022-06-15 09:30:00+02:00,2022-06-15 07:30:00+00:00,2022-06-15 07:30:00+00:00,2,Lufthansa,Airbus A340-600,EDDM
AA 716,Expected,KCLT,CLT,Charlotte,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,American,Boeing 777-200,EDDM
LH 429,Expected,KCLT,CLT,Charlotte,2022-06-15 09:05:00+02:00,2022-06-15 09:05:00+02:00,2022-06-15 07:05:00+00:00,2022-06-15 07:05:00+00:00,2,Lufthansa,Airbus A350-900,EDDM
LH 481,Expected,KDEN,DEN,Denver,2022-06-15 09:55:00+02:00,2022-06-15 09:55:00+02:00,2022-06-15 07:55:00+00:00,2022-06-15 07:55:00+00:00,2,Lufthansa,Airbus A350-900,EDDM
DL 22,Expected,KDTW,DTW,Detroit,2022-06-15 09:15:00+02:00,2022-06-15 09:15:00+02:00,2022-06-15 07:15:00+00:00,2022-06-15 07:15:00+00:00,1,Delta Air Lines,Airbus A330-200,EDDM
UA 30,Expected,KEWR,EWR,Newark,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,2,United,Boeing 767-400,EDDM
LH 413,Expected,KEWR,EWR,Newark,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,2,Lufthansa,Airbus A350-900,EDDM
UA 106,Expected,KIAD,IAD,District of Columbia,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,2,United,Boeing 787-8,EDDM
UA 102,Expected,KIAH,IAH,Houston,2022-06-15 10:05:00+02:00,2022-06-15 10:05:00+02:00,2022-06-15 08:05:00+00:00,2022-06-15 08:05:00+00:00,2,United,Boeing 767-300,EDDM
LH 437,Expected,KORD,ORD,Chicago,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,2,Lufthansa,Airbus A350-900,EDDM
UA 953,Expected,KORD,ORD,Chicago,2022-06-15 09:45:00+02:00,2022-06-15 09:45:00+02:00,2022-06-15 07:45:00+00:00,2022-06-15 07:45:00+00:00,2,United,Boeing 787-9,EDDM
UA 194,Expected,KSFO,SFO,San Francisco,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,2,United,Boeing 777-300ER,EDDM
LH 1715,Expected,LATI,TIA,Tirana,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 1707,Expected,LBSF,SOF,Sofia,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,2,Lufthansa,Airbus A320,EDDM
OU 4438,Expected,LDSP,SPU,Split,2022-06-15 09:35:00+02:00,2022-06-15 09:35:00+02:00,2022-06-15 07:35:00+00:00,2022-06-15 07:35:00+00:00,2,Croatia,Bombardier Dash 8 Q400 / DHC-8-400,EDDM
OU 4436,Expected,LDZA,ZAG,Zagreb,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,2,Croatia,Bombardier Dash 8 Q400 / DHC-8-400,EDDM
LH 1831,Expected,LEBB,BIO,Bilbao,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 1819,Expected,LEBL,BCN,Barcelona,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,2,Lufthansa,Airbus A320,EDDM
VY 1812,Expected,LEBL,BCN,Barcelona,2022-06-15 09:10:00+02:00,2022-06-15 09:10:00+02:00,2022-06-15 07:10:00+00:00,2022-06-15 07:10:00+00:00,1,Vueling,Airbus A320,EDDM
LH 1809,Expected,LEBL,BCN,Barcelona,2022-06-15 11:20:00+02:00,2022-06-15 11:20:00+02:00,2022-06-15 09:20:00+00:00,2022-06-15 09:20:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
LH 1807,Expected,LEMD,MAD,Madrid,2022-06-15 09:45:00+02:00,2022-06-15 09:45:00+02:00,2022-06-15 07:45:00+00:00,2022-06-15 07:45:00+00:00,2,Lufthansa,Airbus A320,EDDM
UX 1515,Expected,LEMD,MAD,Madrid,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Air Europa,Boeing 737-800,EDDM
IB 3190,Expected,LEMD,MAD,Madrid,2022-06-15 11:35:00+02:00,2022-06-15 11:35:00+02:00,2022-06-15 09:35:00+00:00,2022-06-15 09:35:00+00:00,1,Iberia,Airbus A319,EDDM
EW 1787,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 10:45:00+02:00,2022-06-15 10:45:00+02:00,2022-06-15 08:45:00+00:00,2022-06-15 08:45:00+00:00,1,Eurowings,Airbus A320,EDDM
EW 1991,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 10:40:00+02:00,2022-06-15 10:40:00+02:00,2022-06-15 08:40:00+00:00,2022-06-15 08:40:00+00:00,1,Eurowings,Airbus A320,EDDM
DE 1509,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Condor,Airbus A320,EDDM
EW 1993,Expected,LEPA,PMI,Palma De Mallorca,2022-06-15 11:25:00+02:00,2022-06-15 11:25:00+02:00,2022-06-15 09:25:00+00:00,2022-06-15 09:25:00+00:00,1,Eurowings,Airbus A320,EDDM
LH 2223,Expected,LFBO,TLS,Toulouse-Blagnac,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
LH 2217,Expected,LFBO,TLS,Toulouse-Blagnac,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,2,Lufthansa,Embraer 195,EDDM
LH 2267,Expected,LFML,MRS,Marseille,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 2277,Expected,LFMN,NCE,Nice,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2271,Expected,LFMN,NCE,Nice,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Lufthansa,Embraer 195,EDDM
LH 2239,Expected,LFPG,CDG,Paris,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,2,Lufthansa,Airbus A319,EDDM
AF 1422,Expected,LFPG,CDG,Paris,2022-06-15 09:10:00+02:00,2022-06-15 09:10:00+02:00,2022-06-15 07:10:00+00:00,2022-06-15 07:10:00+00:00,1,Air France,Airbus A320,EDDM
LH 2227,Expected,LFPG,CDG,Paris,2022-06-15 10:30:00+02:00,2022-06-15 10:30:00+02:00,2022-06-15 08:30:00+00:00,2022-06-15 08:30:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 2213,Expected,LFPO,ORY,Paris,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,2,Lufthansa,Embraer 195,EDDM
LH 2395,Expected,LFSB,BSL,Bâle/Mulhouse,2022-06-15 10:45:00+02:00,2022-06-15 10:45:00+02:00,2022-06-15 08:45:00+00:00,2022-06-15 08:45:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
NL 6770,Unknown,LFST,SXB,Strasbourg,2022-06-15 11:55:00+02:00,,2022-06-15 09:55:00+00:00,,1,Amelia International,Embraer RJ145,EDDM
LH 1757,Expected,LGAV,ATH,Athens,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,2,Lufthansa,Airbus A320,EDDM
A3 802,Expected,LGAV,ATH,Athens,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Aegean,Airbus A320,EDDM
DE 1787,Expected,LGBL,VOL,Nea Anchialos,2022-06-15 11:20:00+02:00,2022-06-15 11:20:00+02:00,2022-06-15 09:20:00+00:00,2022-06-15 09:20:00+00:00,1,Condor,Airbus A320,EDDM
A3 432,Expected,LGIR,HER,Heraklion,2022-06-15 09:45:00+02:00,2022-06-15 09:45:00+02:00,2022-06-15 07:45:00+00:00,2022-06-15 07:45:00+00:00,2,Aegean,Airbus A321,EDDM
DE 1597,Expected,LGKR,CFU,Kerkyra Island,2022-06-15 11:35:00+02:00,2022-06-15 11:35:00+02:00,2022-06-15 09:35:00+00:00,2022-06-15 09:35:00+00:00,1,Condor,Airbus A321,EDDM
A3 476,Expected,LGRP,RHO,Rodes Island,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Aegean,Airbus A320,EDDM
A3 500,Expected,LGTS,SKG,Thessaloniki,2022-06-15 09:20:00+02:00,2022-06-15 09:20:00+02:00,2022-06-15 07:20:00+00:00,2022-06-15 07:20:00+00:00,2,Aegean,Airbus A320,EDDM
LH 1683,Expected,LHBP,BUD,Budapest,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 1675,Expected,LHBP,BUD,Budapest,2022-06-15 09:55:00+02:00,2022-06-15 09:55:00+02:00,2022-06-15 07:55:00+00:00,2022-06-15 07:55:00+00:00,2,Lufthansa,Airbus A319,EDDM
EN 8269,Expected,LIMC,MXP,Milan,2022-06-15 09:50:00+02:00,2022-06-15 09:50:00+02:00,2022-06-15 07:50:00+00:00,2022-06-15 07:50:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
EN 8259,Expected,LIMF,TRN,Torino,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
EN 8285,Expected,LIML,LIN,Milan,2022-06-15 11:10:00+02:00,2022-06-15 11:10:00+02:00,2022-06-15 09:10:00+00:00,2022-06-15 09:10:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
EN 8239,Expected,LIPE,BLQ,Bologna,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
EN 8207,Expected,LIPX,VRN,Verona,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
EN 8201,Expected,LIPZ,VCE,Venice,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
LH 1873,Expected,LIRF,FCO,Rome,2022-06-15 09:35:00+02:00,2022-06-15 09:35:00+02:00,2022-06-15 07:35:00+00:00,2022-06-15 07:35:00+00:00,2,Lufthansa,Airbus A321,EDDM
LH 1881,Expected,LIRN,NAP,Nápoli,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,2,Lufthansa,Airbus A320,EDDM
EN 8191,Expected,LIRQ,FLR,Firenze,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
EN 8193,Expected,LIRQ,FLR,Firenze,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,2,Air Dolomiti,Embraer 195,EDDM
LH 1689,Expected,LKPR,PRG,Prague,2022-06-15 09:30:00+02:00,2022-06-15 09:30:00+02:00,2022-06-15 07:30:00+00:00,2022-06-15 07:30:00+00:00,2,Lufthansa,Embraer 195,EDDM
LH 683,Expected,LLBG,TLV,Tel Aviv Yafo,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Lufthansa,Airbus A320,EDDM
KM 306,Expected,LMML,MLA,Luqa,2022-06-15 11:05:00+02:00,2022-06-15 11:05:00+02:00,2022-06-15 09:05:00+00:00,2022-06-15 09:05:00+00:00,2,Air Malta,Airbus A320,EDDM
LH 2341,Expected,LOWG,GRZ,Graz,2022-06-15 10:40:00+02:00,2022-06-15 10:40:00+02:00,2022-06-15 08:40:00+00:00,2022-06-15 08:40:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
OS 111,Expected,LOWW,VIE,Vienna,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,2,Austrian,Embraer 195,EDDM
LH 2325,Expected,LOWW,VIE,Vienna,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 1789,Expected,LPPR,OPO,Porto,2022-06-15 10:05:00+02:00,2022-06-15 10:05:00+02:00,2022-06-15 08:05:00+00:00,2022-06-15 08:05:00+00:00,2,Lufthansa,Airbus A320 NEO,EDDM
LH 1781,Expected,LPPT,LIS,Lisbon,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 1673,Expected,LRCL,CLJ,Cluj-Napoca,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,2,Lufthansa,Embraer 195,EDDM
LH 1655,Expected,LROP,OTP,Bucharest,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,2,Lufthansa,Airbus A319,EDDM
RO 315,Expected,LROP,OTP,Bucharest,2022-06-15 09:35:00+02:00,2022-06-15 09:35:00+02:00,2022-06-15 07:35:00+00:00,2022-06-15 07:35:00+00:00,1,TAROM,Airbus A318,EDDM
LH 1667,Expected,LRSB,SBZ,Sibiu,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 1661,Expected,LRTR,TSR,Timişoara,2022-06-15 06:45:00+02:00,2022-06-15 06:45:00+02:00,2022-06-15 04:45:00+00:00,2022-06-15 04:45:00+00:00,2,Lufthansa,Embraer 195,EDDM
LH 2391,Expected,LSGG,GVA,Geneva,2022-06-15 07:50:00+02:00,2022-06-15 07:50:00+02:00,2022-06-15 05:50:00+00:00,2022-06-15 05:50:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2375,Expected,LSZH,ZRH,Zurich,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2367,Expected,LSZH,ZRH,Zurich,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,2,Lufthansa,Embraer 195,EDDM
LH 2377,Expected,LSZH,ZRH,Zurich,2022-06-15 11:25:00+02:00,2022-06-15 11:25:00+02:00,2022-06-15 09:25:00+00:00,2022-06-15 09:25:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
XQ 714,Expected,LTAC,ESB,Ankara,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,1,SunExpress,Boeing 737-800,EDDM
PC 5031,Expected,LTAI,AYT,Antalya,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,1,Pegasus,Airbus A320,EDDM
XQ 986,Expected,LTBJ,ADB,İzmir,2022-06-15 06:05:00+02:00,2022-06-15 06:05:00+02:00,2022-06-15 04:05:00+00:00,2022-06-15 04:05:00+00:00,1,SunExpress,Boeing 737-800,EDDM
PC 1019,Expected,LTFJ,SAW,Istanbul,2022-06-15 11:45:00+02:00,2022-06-15 11:45:00+02:00,2022-06-15 09:45:00+00:00,2022-06-15 09:45:00+00:00,1,Pegasus,Airbus A320,EDDM
TK 7738,Expected,LTFJ,SAW,Istanbul,2022-06-15 12:00:00+02:00,2022-06-15 12:00:00+02:00,2022-06-15 10:00:00+00:00,2022-06-15 10:00:00+00:00,1,Turkish,Boeing 737-800,EDDM
TK 1629,Expected,LTFM,IST,Istanbul,2022-06-15 09:25:00+02:00,2022-06-15 09:25:00+02:00,2022-06-15 07:25:00+00:00,2022-06-15 07:25:00+00:00,1,Turkish,Airbus A330-200,EDDM
QR 59,Expected,OTHH,DOH,Doha,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,Qatar Airways,Airbus A350-900,EDDM
